#Menu	#Menu
User =	Felhasználó 
Failed: =	Nem sikerült: 
Total Vias: =	Útvonalak összesen: 
	
Please confirm moving option =	Ellenõrizze  a mozgó  opciót  
Only this pad =	Csak ez a pad 
For this component =	Ehhez az  összetevõhöz  
View Owner =	Tulajdonos megtekintése 
View Detail =	Részletek megtekintése 
	
	
#place batch vias	#place kötegelt vias
Place Vias =	Vias Square 
Placing Vias =	Vias elhelyezése 
Removing Vias =	Vias eltávolítása 
Batch Vias for Copper =	Batch Vias  réz    
Add/Remove Vias =	Vias hozzáadása/eltávolítása  
Diameter =	Átmérõ 
Drill Diameter =	Fúró átmérõje  
Column Spacing =	Oszlopköz   
Row Spacing =	Sorköz   
Multiple vias have been placed, do you want to rebuild the copper area? =	Több    vias    került,   szeretné    újjáépíteni    a  réz  terület?
Remove vias finish, do you want to rebuild the copper area? =	Távolítsa el       a vias  befejezést, szeretné újjáépíteni    a  rézterületet?   
The width of track/arc/circle can not less than 0.051mm/2mil/0.002inch! =	A pálya/ív/kör szélessége   nem  lehet  kevesebb,  mint  0,051mm/2mil/0.002inch! 
Save fail! Please try again! =	Mentés sikertelen! Próbálkozzon    újra! 
Please select a copper outline =	Válasszon   egy  réz  körvonal 
Can't find copper area at other layers, please add the copper area with the same net at other layer first. =	Nem található  réz  terület     más  rétegek,kérjük,    adja hozzá  a  réz  terület  ugyanazzal  a  hálóval  a másik  réteg  elõször.   
	
Add favorite success! =	Add hozzá kedvenc  siker!
Remove favorite success! =	Távolítsa el kedvenc sikerét!   
Remove favorite failed! =	Kedvenc eltávolítása nem sikerült!
Whether if remove favorite? =	Hogy   eltávolítja-e  kedvencét? 
"Split by ';' for multi tags ="	"Felosztás "";"" szerint   több  címke  "
	
This size is the determined size! =	Ez a  méret a  meghatározott  méret!
The associated pad has been locked =	A társított pad zárolva      
Split by space or , for multi tags =	Felosztás   szóköz  vagy  ,    több  címke  
	
Rotation X =	Rotáció X 
Rotation Y =	Y forgás 
Rotation Z =	Z forgás 
	
Some fields are filled invalid data =	Egyes mezõk    érvénytelen  adatok    
start time should be earlier than stop time =	kezdési idõnek korábban  kell  lennie,  mint  a megállási  idõ  
Number of points should be less than 100 in octave variation =	A pontok  számának   oktávvari  változatban  100-nál  kisebbnek kell  lennie  
Start frequency should be less than stop frequency. The suffix meg stands for Mega,m stands for milli =	A kezdõ frekvenciának  kisebbnek kell  lennie,  mint  a stop  frekvencia. Az  utótag  meg     jelentése  Mega, m  jelentése milli 
Get historical records fail! =	A korábbi  rekordok  sikertelenek!
This 3D model didn't create the outlines successfully, please import it again or contact with us. =	Ez a 3D  modell  nem  sikerült létrehozni  a  körvonalakat  , kérjük,    importálja    újra,  vagy  lépjen kapcsolatba  velünk  . 
There is No Tag! =	Nincs címke! 
Assign successful! =	Sikeres hozzárendelés! 
Found footprint's pad number doesn't match the schematic component's pin number, please correct the pad number and try again! =	A talált lábnyom   padszáma  nem  egyezik meg a  sematikus összetevõ PIN-kódjával,    kérjük,  javítsa ki  a  pad számát,    és  próbálkozzon  újra!  
Update Attribute =	Frissítési attribútum  
Please fill in at least 5 words. =	Kérjük, töltsön  ki   legalább  5  szót.
Mouse hovering over the track to highlight the entire network =	Egér lebeg a  pálya  felett,  hogy  kiemelje  a  teljes  hálózatot  
Net Highlighting While Cursor Hover the Track =	Nettó  kiemelés,  míg a kurzor a sávot  viszi  
"When circle set as ""Yes"", the Pin length must more than 6 ="	"Ha a kör  ""Igen"" értékre  van állítva,   a  pin  hosszának  több  mint  6 "
Hi, I found a problem of your library, this library seems incorrect.\ntitle:{title}\nType:{type}\nlink:{link}\n{content}\nThank you! =	Szia, Találtam    egy  problémát   a  könyvtár, ez a  könyvtár úgy tûnik,  helytelen.\ntitle:{title}\nType:{type}\nlink:{link}\n{content}\nThank  you!
	
Logout fail! Please try again! =	Logout nem sikerül! Próbálkozzon    újra! 
Logout success! We look forward you to use LCEDA again! =	Logout siker!   Bízunk  benne,   hogy újra használhatja  az  LCEDA-t! 
Logout success! We look forward you to use EasyEDA again! =	Logout siker!   Bízunk  benne,   hogy újra használhatja  az  EasyEDA-t!  
Click to Preview 3D =	Kattintson a  3D   elõnézetére
[logoutDialog]	[logoutDialog]
Logout =	Kijelentkezés 
[/logoutDialog]	[/logoutDialog]
	
[findlibTag]	[findlibTag]
All =	Minden 
[/findlibTag]	[/findlibTag]
	
Export Pick and Place File =	Kivétel és helyfájl exportálása  
Mirror the bottom component's X coordinate (JLCPCB doesn't need) =	Tükrözze az  alsó komponens X  koordinátáját  (a JLCPCB-nek  nincs  szüksége)   
Work Space =	Munkaterület  
Include panelized components' coordinates =	"Panelezett  összetevõk "" koordinátáinak belefoglalása    "
Personal Workspace =	Személyes munkaterület  
Work Space - {name} =	Munkaterület  - {név}
Work Space - Personal =	Munkaterület   -  Személyes  
Cloning =	Klónozás 
	
Project Owner =	Projekttulajdonos   
Clone Project =	Klónozási projekt 
Homepage =	Honlap 
Apply for Education Edition =	Jelentkezés az Oktatási Kiadásra  
Load Organization failed =	A szervezet betöltése nem sikerült  
Joined =	Csatlakozott 
Favorite =	Kedvenc 
This operation will unfavorite this project, do you want to continue? =	   Ez a mûvelet kedvezõtlen   lesz    a projekt számára,  folytatja ? 
View Homepage =	Kezdõlap megtekintése 
Private Project =	Magánprojekt 
3-7 days =	3-7 nap  
Close Tab =	Tab bezárása 
Close Other Tabs =	Egyéb  lapok bezárása  
Close All Tabs =	Az összes  lap bezárása  
Open in New Window =	Megnyitás új ablakban  
Cursor Snap to Component's Origin or Pad Center While Dragging Component =	Kurzor illesztés  az összetevõ  eredetéhez    vagy  a padközponthoz  Az összetevõ  húzása   
Undefined =	Meghatározatlan 
Input =	Bemenet 
Model Unit =	Modellegység 
File Unit =	Fájlegység 
This part contains subparts, please make sure you have checked other subparts before reporting error, do you want to continue? =	     Ez a rész        alrészeket tartalmaz ,  kérjük,    ellenõrizze  a többi  alrészeket a hiba bejelentése  elõtt ,  folytatja a következõt : 
	
[saveAs]	[saveAs]
Power =	Teljesítmény 
[/saveAs]	[/saveAs]
	
Assign LCSC Part# =	LCSC rész hozzárendelése# 
Unexpected error while converting. Perhaps unsupported file type or program bug. =	Váratlan hiba a konvertálás közben.   Talán  nem támogatott  fájltípus    vagy programhiba.   
"Found duplicated component IDs, please click ""OK"" to re-assign component ID automatically, and then save the document and try again. ="	"Talált duplikált  összetevõazonosítók,  kattintson az ""OK""    gombra az összetevõazonosító   automatikus        újrakiosztásához , majd mentse a dokumentumot,  és  próbálkozzon  újra.  "
	
#electromagneticSimulation	#electromagneticSimulation
Electromagnetic Simulation... =	Elektromágneses szimuláció... 
You will upload Gerber to SuperEM for electromagnetic simulation (only upload Gerber, not including account data), do you want to continue? =	      Feltölti  Gerber  SuperEM    elektromágneses  szimuláció  (csak  feltölteni  Gerber,  nem  tartalmazza a fiók  adatait),  szeretné    folytatni? 
SuperEM is a 3-D full-wave electromagnetic simulation and design platform for high-speed PCB circuits and antennas, which is developed by Faraday Dynamics, Ltd. =	A SuperEM egy 3D  teljeshullámú  elektromágneses  szimulációs és tervezési platform nagy sebességû  PCB  áramkörökhöz  és  antennákhoz,  amelyet   a  Faraday Dynamics, Ltd. fejlesztett ki  
Visit the SuperEM =	Látogasson el a  SuperEM  
SuperEM User Guide =	SuperEM felhasználói  útmutató  
"Upload Gerber to SuperEM successfully, please click ""OK"" buttun to continue ="	"Töltse fel Gerber  SuperEM    sikeresen,  kérjük,  kattintson az ""OK""  fenek a  folytatáshoz    "
	
Format =	Formátum 
View =	Nézet 
Design =	Design 
Simulation =	Szimuláció 
Advanced =	Haladó 
Fabrication =	Gyártás 
Check DRC =	DRC ellenõrzése 
Simulation Setting =	Szimulációs beállítás  
BOM =	JÓ 
PCB Fabrication File(Gerber) =	PCB gyártási  fájl(Gerber) 
Pick and Place File =	Pick and Place  Fájl 
Parts Order =	Alkatrész sorrend  
PCB Order =	PCB sorrend  
SIM =	IGEN 
STD =	STD 
WaveForm =	WaveForm 
	
Place Module =	Hely modul  
Please enter identification letters: =	Kérjük, írja be  az azonosító  betûket:
Only support English letters, up to 5. =	Csak az   angol  betûket támogatja ,  legfeljebb  5. 
	
Exist doesn't annotate prefix component(s) in the module, please edit and annotate the unique prefix(s) for component(s) first. =	A Exist nem  jegyzetekkel fûzi az   elõtag  összetevõt(ek)t  a  modulban,kérjük,    szerkessze  és  jegyzetelje  meg az  összetevõ(ek)  egyedi  elõtagját (i) elõször. 
Opening =	Nyitás 
	
Also update track's net (Only applies to circumstance under which prefix/netlabel changes and no component/wire is added or removed) =	A pálya hálójának  frissítése  is (Csak arra a   körülményre  vonatkozik,    amikor az elõtag /netlabel    megváltozik, és nem   ad  hozzá  vagy távolít el alkatrészt/huzalt)  
	
#desktop client error feedback	#desktop ügyfélhiba  visszajelzése  
Cannot open online documents on Project Offline mode. =	Nem lehet megnyitni  az online  dokumentumokat    Project Offline  módban.
	
Please select a project =	Válasszon ki  egy projektet 
Opened Projects =	Megnyitott projektek  
Open Project =	Projekt megnyitása 
Close Project =	Projekt lezárása 
Open All Projects =	Az összes  projekt megnyitása 
Close All Projects =	Az összes  projekt bezárása 
Select Owner =	Válassza a Tulajdonos  
Select Folder =	Mappa   kiválasztása
Select Owner or Folder =	Válassza a Tulajdonos  vagy Mappa  lehetõséget  
Select Project =	Válassza a Project 
Folder =	Mappa 
New Folder =	Új mappa  
New Sub Folder =	Új almappa   
Delete Folder =	Mappa törlése 
Move Project =	Projekt áthelyezése 
Move Folder =	Mappa áthelyezése  
#Rename Folder	#Rename mappa
Please input the folder name =	Kérjük, adja meg  a  mappa  nevét  
Invalid folder name =	Érvénytelen mappanév    
Are you sure to delete this folder? =	  Biztosan  törli  ezt  a  mappát? 
Create new folder successfully =	Új  mappa létrehozása sikeresen  
Failed to create new folder =	Nem  sikerült új  mappát  létrehozni  
Delete folder successfully =	Mappa  törlése sikeresen  
Failed to delete folder =	Nem sikerült törölni  a  mappát  
Rename folder successfully =	Mappa  átnevezése sikeresen  
Failed to rename folder =	Nem sikerült átnevezni  a  mappát  
Move folder successfully =	Mappa áthelyezése  sikeresen  
Failed to move folder =	Nem sikerült áthelyezni a    mappát  
Move project successfully =	Projekt   sikeres áthelyezése 
Failed to move project =	Nem sikerült áthelyezni a    projektet 
The folder depth must not exceed {0} levels =	A mappa   mélysége nem  haladhatja meg  {0}  szint    
Failed to add project to folder =	Nem sikerült projekt  hozzáadása a mappához    
	
Doesn't support JLCPCB SMT Service =	Nem támogatja a JLCPCB SMT szolgáltatást 
for JLCPCB SMT Service =	JLCPCB SMT szolgáltatáshoz 
	
Reset failed! There are duplicate component prefixes in the current schematic: =	Reset nem sikerült! Az   aktuális  sémaképben ismétlõdõ  összetevõ  elõtagjai  vannak: 
Reset failed! There are duplicate component prefixes in the current PCB: =	Reset nem sikerült! Az   aktuális PCB-ben ismétlõdõ  összetevõ  elõtagok  vannak:  
Please modify the component prefixes first to ensure that the component prefix is unique. =	Elõször módosítsa  az  összetevõ  elõtagokat,      hogy  az  összetevõ  elõtagja  egyedilegyen .   
	
LCEDA(Standard) - A Simple and Powerful Electronic Circuit Design Tool =	LCEDA (Standard) - Egy egyszerû  és  hatékony  elektronikus  áramkör  tervezõ  eszköz  
EasyEDA(Standard) - A Simple and Powerful Electronic Circuit Design Tool =	EasyEDA(Standard) - Egy  egyszerû  és  hatékony  elektronikus  áramkör  tervezõ  eszköz  
	
#Dialog for Package Custom Data	#Dialog a csomag  egyéni adataihoz  
Please input the data title =	Kérjük, adja meg  az  adatok  címét  
Data title duplicated =	Duplikált adatcím  
Cannot be more than {0} characters! =	Nem lehet több,  mint  {0}  karakter!
Only latin alphabets, digits, underscore(_) and hyphen(-) are allowed. =	Csak latin  ábécék,  számjegyek,  aláhúzás(_) és  kötõjel(-)    engedélyezettek. 
Invalid value of item {0} =	  A cikk érvénytelen értéke  {0} 
Update DFM =	DFM frissítése 
Custom DFM Data =	Egyéni DFM-adatok 
Saved custom data successfully! =	Az egyéni  adatok  mentése sikeresen!
Save custom data failed! =	Az egyéni  adatok mentése nem sikerült!
Will replace the graphics and custom data of current document, after imported please adjust the 3D model. Continue or not? =	Az importálás után cserélje ki  az aktuális  dokumentum  grafikáját  és  egyéni  adatait   , módosítsa    a  3D  modellt. Folytatás  vagy  sem? 
"Open footprint ""Custom Data"" dialog ="	"""Egyéni    adatok"" párbeszédpanel megnyitása "
	
#Create lead shape	#Create ólomforma
Create Lead Shape =	Érdeklõdõ  alakzat létrehozása 
Base on Pad Center =	Alap a Pad Center  
Base on Canvas Origin =	Alap a  vászon  eredete  
Lead shape =	Ólomalak   
Footprint Type =	Lábnyom típusa  
From pad shape =	A párna  alakjából  
Lead length =	Ólom hossza  
Lead width =	Ólomszélesség  
Lead diameter =	Ólomátmérõ  
Scaling ratio =	Méretezési arány 
Leads creating direction =	Irányteremtõ     érdeklõdõk 
Auto =	Automatikus 
Horizontal =	Vízszintes 
Vertical =	Függõleges 
Canvas origin to lead edge =	Vászon eredete az  ólom  éléhez   
Canvas origin to body edge =	Vászon eredete  a  test  széléig  
Lead soldering length =	Ólom forrasztás  hossza  
Lead soldering part diameter =	Ólom forrasztó  alkatrész  átmérõje  
Component shape object doesn't overlap lead shape object, please check carefully. =	Az összetevõalakzat  objektum  nem  fedi át az ólomalakzat    objektumot, kérjük,    gondosan ellenõrizze . 
The solder mask expansion of pads ({0},{1}) has a small clearance(less then 0.08mm), it will cause the soldering too short, please modify. =	A  párnák forrasztómaszk-tágulása        ({0},{1})  kis  távolsággalrendelkezik(kevesebb,  mint  0,08 mm),  a  forrasztás  túl  rövid   lesz, kérjük,    módosítsa. 
The paste mask expansion or custom paste mask layer objects of pads ({0},{1}) has a small clearance(less then 0.15mm), it will cause the stencil to create fail, please modify. =	   A    pasztamaszk    bõvítése  vagy a párnák egyéni  pasztamaszk        rétegobjektumai  ({0},{1}) kis távolsággalrendelkeznek  (kevesebb,  mint  0,15 mm),  a  rajzsablon  sikertelen lesz,  kérjük,    módosítsa  . 
System footprint must exist pad number 1 or A1, please modify the pad number. =	A rendszer lábnyomának léteznie  kell  az 1- es vagy  A1-es számú  padszámon,     módosítsa  a  pad  számát.
System footprint doesn't allow two or more pad numbers are 1 or A1, please modify the pad number. =	A rendszerlábnyom  nem teszi lehetõvé, hogy  két  vagy több párnaszám    1  vagy  A1 legyen,  módosítsa  a  pad  számát.    
Document layer has circle object, but jlcPara's polarity is 0, please check the Custom Data. =	A dokumentumréteg     körobjektummal rendelkezik,   de  a jlcPara  polaritása  0,  ellenõrizze  az  Egyéni  adatokat. 
There are exist repeat pad numbers: {padNumber}, please check, if it is correct please ignore this. =	Vannak    ismétlõdõ  padszámok  : {padNumber}, kérjük,    ellenõrizze,  ha   helyes,  kérjük,  hagyja figyelmen kívül  ezt.   
Can't find the circle at the component marking layer, or this circle doesn't at the same quadrant with the 1st pad, please check whether it is correct. =	Nem található  a  kör  az  alkatrész  jelölõ       rétegnél ,  vagy  ez a kör  nem  ugyanabban a kvadránsban van   az    1. paddal, ellenõrizze,    hogy helyes-e .   
	
ROUND =	KEREK 
RECTANGLE =	TÉGLALAP 
OCTAGONAL =	NYOLCSZÖGLETÛ 
Upper left =	Bal felsõ 
Lower left =	Bal alsó 
Center of Pads =	Pads középpontja  
First Pin =	Elsõ pin 
Package Name =	Csomag neve  
Pins Number =	Csapok száma  
Rows Of Pin =	Pin sorok 
Columns Of Pin =	Pin oszlopai 
Polarity =	Polaritás 
Pad Shape =	Pad alakzat  
Body Diameter =	Testátmérõ  
Lead Span =	Ólomfesztávolság  
Lead Vertical Span =	Ólom függõleges  fesztáv  
Body Length =	Testhossz   
Body Height =	Testmagasság   
Pin Diameter =	Csap átmérõje  
Pin Length =	Pin hossza  
Pin Height =	Csap magassága  
Pin Solid Width =	Pin szilárd  szélesség  
Pin Solid Height =	Pin szilárd  magasság  
Pin Spacing =	Szögszög   rögzítése 
Pin Horizontal Spacing =	Vízszintes  térköz  rögzítése 
Pin Vertical Spacing =	Függõleges  térköz  rögzítése 
ThermalPad =	ThermalPad 
Pad Expansion =	Pad bõvítés  
Custom PasteMask =	Egyéni pastemask  
Fabrication Tolerance =	Gyártási tolerancia  
Plcarment Tolerance =	Lábazattûrés   
FirstPin Position =	FirstPin pozíció  
Package Origin =	Csomag eredete  
Expansion Size =	Bõvítõ méret  
Corner =	Sarok 
Angle =	Szög 
Fillet =	Filé 
Chamfer =	Letörés 
Update Preview =	Elõzetes verzió frissítése 
Number of pins (left and right) =	Csapok  száma  (bal  és  jobb)
Number of pins (up and down) =	Csapok száma    (felfelé  és lefelé) 
Reference Use Cases =	Referenciahasználati  esetek  
Package Type =	Csomag típusa  
Capacitance =	Kapacitás 
Resistance =	Ellenállás 
Bidirectional Diode =	Kétirányú dióda  
Inductance =	Induktance 
Crystal Oscillator =	Kristály oszcillátor  
Diode =	Dióda 
LED =	LED 
Fuse =	Biztosíték 
Entity height =	Entitás magassága  
Lead Overhang =	Ólom túlnyúlása 
Lead Thickness =	Ólomvastagság  
Unknown mistake =	Ismeretlen hiba  
Has ThermalVias =	Van ThermalVias  
Polar Capacitance =	Poláris kapacitás  
	
Create Component Marking =	  Összetevõjelölés létrehozása 
Create component marking successfully! =	Az alkatrész  jelölésének  létrehozása sikeresen!
No elements on component shape layer! =	Nincsenek elemek az alkatrészalakzat  rétegen    ! 
No elements on lead shape layer! =	Nincs elem az ólom  alakú  rétegen!  
No pad of number 1 or A1, please modify the pad number. =	Nincs 1-es vagy  A1-es  számú  párna,  kérjük,    módosítsa  a pad számát.
Save failed! Component marking circle is at the axis. Do you want to recreate the component marking? =	Mentés nem sikerült! Az alkatrész  jelölõköre    a  tengelyen van   . Újra   létre szeretné  hozni    az  összetevõ  jelölését? 
If autoroute fail, you can export the autoroute file(DSN) to third-party autorouter tool(Such as: Konekt Electra, Eremex TopoR etc.), and export the session file(SES) after finished autoroute, and then import to PCB. =	Ha az autoroute  sikertelen,  exportálhatja   az  autoroute fájlt(DSN)  harmadik fél  autorouter     eszközére   (például  :  Konekt  Electra,  Eremex  TopoR  stb.), és exportálhatja a munkamenetfájlt (SES)   a befejezett autoroute után  ,  majd  importálja  a  PCB-be. 
Auto route failed! Found abnormal pad(s) data, please modify the pad width and height: =	Az automatikus útvonal  nem sikerült! Talált  rendellenes  pad (ok)  adatok,  kérjük,  módosítsa  a  pad  szélessége  és  magassága:
Select Properties =	Tulajdonságok   kiválasztása
Combine the same parts' prefixes in one row =	Kombinálja ugyanazokat  a  részeket' elõtagokat  egy  sorban  
Please check at least one item! =	Kérjük, ellenõrizze  legalább    egy  elemet! 
Pins =	Csapok 
Check component latest version when open schematic =	Az összetevõ legújabb   verziójának   ellenõrzése a sematikus  
Note: When a PCB is Import Changes, the PCB is updated according to the footprint version to which the schematic is bound. =	Megjegyzés:  Ha egy PCB Importálási  módosítások,  a  PCB  frissül annak a  lábnyomverziónak    megfelelõen,   amelyhez    a  sematikus  kötõdik  . 
Doesn't support to import the binary format DXF, please import the ASCII format DXF. =	Nem támogatja   a  DXF bináris  formátum  importálását,  kérjük,    importálja  az  ASCII  formátumot  DXF. 
